kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5154,2021-10-24,24.10.2021,7,13,2,0,0,0,0,2,12,1,6,0,,13290,13332,1260,204,204,204,0,12800,350,333,1481,11476,172,160,0,0,0,12,49,107,16,4238.071853,4251.465308,0.000000,401.803652,65.053925,1.530153,1.534989,54.849387,51.022686,3.826701,0.000000,0.000000,0.000000,0,0.000000,0,1,0,0,0,0,0,1,0,1,555,501,143,43,87,42,498,399,99,14,15,2
5154,2021-10-25,25.10.2021,38,12,32,0,0,0,0,2,8,1,37,0,,13328,13376,1262,204,204,204,0,12800,390,334,1518,11476,187,180,0,0,0,14,45,127,15,4250.189741,4265.496546,0.000000,402.441436,65.053925,1.525120,1.530612,59.632764,57.400522,4.464485,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,555,501,143,43,87,42,498,399,99,14,15,2
5154,2021-10-26,26.10.2021,56,10,40,0,0,0,0,2,17,8,44,4,,13384,13426,1264,204,204,204,0,12800,420,342,1562,11480,220,206,0,0,0,13,46,157,17,4268.047681,4281.441136,0.000000,403.079219,65.053925,1.519440,1.524208,70.156193,65.691708,4.145593,0.000000,0.000000,0.000000,0,0.000000,0,3,3,0,0,0,0,0,0,0,558,504,143,43,87,42,498,399,99,17,18,2
5154,2021-10-27,27.10.2021,71,5,49,0,0,0,0,2,15,7,62,2,,13455,13480,1266,204,204,204,0,12800,460,349,1624,11482,260,230,0,0,0,14,38,207,15,4290.688998,4298.661292,0.000000,403.717003,65.053925,1.513353,1.516165,82.911865,73.345111,4.464485,0.000000,0.000000,0.000000,0,0.000000,0,4,1,0,0,0,0,1,0,0,562,505,143,43,87,42,499,399,99,20,19,2
5154,2021-10-28,28.10.2021,59,11,44,0,0,0,0,3,15,5,51,3,,13514,13535,1269,204,204,204,0,12800,500,354,1675,11485,299,266,0,0,0,14,37,244,18,4309.503613,4316.200341,0.000000,404.673678,65.053925,1.507204,1.509546,95.348644,84.825215,4.464485,0.000000,0.000000,0.000000,0,0.000000,0,1,4,0,0,0,0,0,0,0,563,509,143,43,87,42,499,399,99,20,20,2
5154,2021-10-29,29.10.2021,37,5,32,0,0,0,0,0,15,1,34,2,,13551,13572,1269,204,204,204,0,12800,520,355,1709,11487,301,284,0,0,0,14,32,253,16,4321.302609,4327.999337,0.000000,404.673678,65.053925,1.503095,1.505424,95.986428,90.565268,4.464485,0.000000,0.000000,0.000000,0,0.000000,0,1,0,0,0,0,0,0,1,0,564,509,143,43,87,42,499,400,99,20,20,2
5154,2021-10-30,30.10.2021,44,3,34,0,0,0,0,1,10,6,36,2,,13595,13609,1270,204,204,204,0,12900,550,361,1745,11489,312,292,0,0,0,12,29,270,13,4335.333848,4339.798333,0.000000,404.992570,65.053925,1.499008,1.500552,99.494238,93.116402,3.826701,0.000000,0.000000,0.000000,0,0.000000,0,0,2,0,0,0,0,1,0,0,564,511,143,43,87,42,500,400,99,20,20,2
5154,2021-10-31,31.10.2021,19,4,18,0,0,0,0,1,10,1,17,1,,13614,13631,1271,204,204,204,0,12900,560,362,1762,11490,324,299,0,0,0,11,29,281,14,4341.392792,4346.813952,0.000000,405.311462,65.053925,1.496589,1.498457,103.320939,95.348644,3.507810,0.000000,0.000000,0.000000,0,0.000000,0,3,0,0,0,0,0,1,0,0,567,511,143,43,87,42,501,400,99,20,20,2
5154,2021-11-01,01.11.2021,10,2,10,0,0,0,0,0,18,0,10,0,,13624,13643,1271,204,204,204,0,12900,560,362,1772,11490,296,267,0,0,0,9,28,254,14,4344.581710,4350.640654,0.000000,405.311462,65.053925,1.495272,1.497358,94.391969,85.144107,2.870026,0.000000,0.000000,0.000000,0,0.000000,0,1,0,0,0,0,0,0,1,0,568,511,143,43,87,42,501,401,99,20,20,2
5154,2021-11-02,02.11.2021,42,2,38,0,0,0,0,2,21,0,41,1,,13666,13683,1273,204,204,204,0,12900,580,362,1813,11491,282,257,0,0,0,9,20,251,11,4357.975165,4363.396325,0.000000,405.949245,65.053925,1.490901,1.492756,89.927484,81.955189,2.870026,0.000000,0.000000,0.000000,0,0.000000,0,0,4,1,0,0,0,1,1,0,568,515,144,43,87,42,502,402,99,20,30,3
5154,2021-11-03,03.11.2021,86,0,78,0,0,0,0,1,24,0,85,1,,13752,13761,1274,204,204,204,0,12900,630,362,1898,11492,297,281,0,0,0,8,13,274,10,4385.399858,4388.269884,0.000000,406.268137,65.053925,1.482450,1.483421,94.710861,89.608592,2.551134,0.000000,0.000000,0.000000,0,0.000000,0,4,5,0,0,0,0,0,2,0,572,520,144,43,87,42,502,404,99,30,30,3
5154,2021-11-04,04.11.2021,102,1,96,0,0,0,0,0,25,0,102,0,,13854,13858,1274,204,204,204,0,13000,700,362,2000,11492,340,323,0,0,0,5,8,325,7,4417.926821,4419.202388,0.000000,406.268137,65.053925,1.472074,1.472499,108.423208,103.002047,1.594459,0.000000,0.000000,0.000000,0,0.000000,0,3,4,0,0,0,0,1,1,0,575,524,144,43,87,42,503,405,99,30,30,3
5154,2021-11-05,05.11.2021,40,0,38,0,0,0,0,0,23,0,40,0,,13894,13896,1274,204,204,204,0,13000,720,362,2040,11492,343,324,0,0,0,5,7,331,5,4430.682492,4431.320276,0.000000,406.268137,65.053925,1.468048,1.468260,109.379883,103.320939,1.594459,0.000000,0.000000,0.000000,0,0.000000,0,3,0,0,0,0,0,0,1,0,578,524,144,43,87,42,503,406,99,30,30,3
