kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5754,2021-10-24,24.10.2021,10,48,2,0,0,0,0,0,33,3,6,1,,24149,24294,1705,340,340,340,0,23300,670,771,3183,20195,343,370,1,0,0,16,118,196,29,6619.465048,6659.210894,0.000000,467.356326,93.197156,1.399523,1.407926,94.019484,101.420434,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,0,2,0,0,0,0,2,0,0,755,802,264,66,159,56,671,632,208,18,11,0
5754,2021-10-25,25.10.2021,23,59,3,0,0,0,0,2,44,10,12,1,,24172,24356,1707,340,340,340,0,23300,680,781,3195,20196,336,382,1,0,0,14,113,197,26,6625.769562,6676.205670,0.000000,467.904544,93.197156,1.395960,1.406586,92.100719,104.709746,3.837530,0.000000,0.000000,0.000000,513,0.000000,10,2,0,0,0,0,0,2,1,0,757,802,264,66,159,56,673,633,208,18,10,0
5754,2021-10-26,26.10.2021,104,53,33,0,0,0,0,3,52,36,58,10,,24276,24442,1710,340,340,340,0,23400,720,817,3253,20206,364,399,0,0,0,16,130,204,30,6654.276927,6699.779068,0.000000,468.726872,93.197156,1.391048,1.400560,99.775779,109.369603,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,4,3,1,0,0,0,0,1,0,761,805,265,66,159,56,673,634,208,20,12,1
5754,2021-10-27,27.10.2021,127,48,31,0,0,0,0,2,33,21,97,9,,24403,24521,1712,340,340,340,0,23400,760,838,3350,20215,434,426,0,0,0,16,131,267,36,6689.088806,6721.433701,0.000000,469.275091,93.197156,1.386567,1.393271,118.963428,116.770554,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,4,2,2,0,0,0,1,0,0,765,807,267,66,159,56,674,634,208,30,14,3
5754,2021-10-28,28.10.2021,94,43,25,0,0,0,0,4,46,25,66,3,,24497,24589,1716,340,340,340,0,23500,790,863,3416,20218,468,439,0,0,0,16,135,299,34,6714.855078,6740.073132,0.000000,470.371528,93.197156,1.382732,1.387925,128.283144,120.333975,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,1,2,0,0,0,0,1,0,0,766,809,267,66,159,56,675,634,208,30,16,3
5754,2021-10-29,29.10.2021,99,26,23,0,0,0,0,3,40,27,69,3,,24596,24638,1719,340,340,340,0,23500,790,890,3485,20221,496,439,0,0,0,16,134,330,32,6741.991897,6753.504487,0.000000,471.193856,93.197156,1.379982,1.382339,135.958204,120.333975,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,2,1,0,0,0,0,1,1,0,768,810,267,66,159,56,676,635,208,30,16,3
5754,2021-10-30,30.10.2021,70,7,29,0,0,0,0,2,31,19,49,2,,24666,24674,1721,340,340,340,0,23500,800,909,3534,20223,527,430,0,0,0,16,141,357,29,6761.179547,6763.372421,0.000000,471.742074,93.197156,1.377969,1.378416,144.455592,117.866991,4.385749,0.000000,0.000000,0.000000,513,0.000000,10,2,0,0,0,0,0,1,0,0,770,810,267,66,159,56,677,635,208,30,16,3
5754,2021-10-31,31.10.2021,19,4,15,0,0,0,0,3,40,0,18,1,,24685,24693,1724,340,340,340,0,23600,780,909,3552,20224,536,399,0,0,0,19,138,369,29,6766.387623,6768.580498,0.000000,472.564402,93.197156,1.376908,1.377355,146.922575,109.369603,5.208076,0.000000,0.000000,0.000000,513,0.000000,10,1,2,0,0,0,0,1,0,0,771,812,267,66,159,56,678,635,208,30,18,3
5754,2021-11-01,01.11.2021,19,0,15,0,0,0,0,1,45,2,17,0,,24704,24708,1725,340,340,340,0,23600,750,911,3569,20224,532,352,0,0,0,18,130,374,28,6771.595700,6772.692137,0.000000,472.838511,93.197156,1.376073,1.376295,145.826138,96.486467,4.933967,0.000000,0.000000,0.000000,513,0.000000,10,0,0,0,0,0,0,2,0,0,771,812,267,66,159,56,680,635,208,30,18,3
5754,2021-11-02,02.11.2021,87,0,85,0,0,0,0,4,67,0,87,0,,24791,24793,1729,340,340,340,0,23700,770,911,3656,20224,515,351,0,0,0,19,94,403,18,6795.443207,6795.991426,0.000000,473.934948,93.197156,1.371355,1.371465,141.166280,96.212358,5.208076,0.000000,0.000000,0.000000,513,0.000000,10,6,4,1,0,0,0,4,2,0,777,816,268,66,159,56,684,637,208,30,20,4
