kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5316,2021-10-24,24.10.2021,22,25,6,0,1,0,0,1,12,5,16,1,,10447,10555,375,113,117,116,0,10100,360,313,2119,8015,166,203,1,3,3,7,48,116,2,6373.814100,6439.705927,0.000000,228.791068,68.942375,1.108479,1.110367,101.278179,123.852231,4.270767,0.000000,1.477833,1.807229,0,0.000000,0,0,5,0,0,0,0,0,1,1,393,342,94,23,44,20,346,276,71,20,20,3
5316,2021-10-25,25.10.2021,12,33,2,0,0,0,0,0,12,5,7,0,,10459,10590,375,113,117,116,0,10100,380,318,2126,8015,167,213,1,3,2,6,49,116,2,6381.135414,6461.059760,0.000000,228.791068,68.942375,1.104816,1.109093,101.888289,129.953327,3.660657,0.000000,1.408451,1.197605,0,0.000000,0,3,3,0,0,0,0,2,2,0,396,345,94,23,44,20,348,278,71,30,20,3
5316,2021-10-26,26.10.2021,31,14,9,1,0,0,0,0,20,10,21,0,,10490,10613,375,114,117,116,0,10100,380,328,2147,8015,176,198,2,3,2,5,52,122,2,6400.048809,6475.092279,0.000000,228.791068,69.552485,1.102422,1.105815,107.379275,120.801684,3.050548,0.000000,1.515152,1.136364,0,0.000000,0,2,3,0,0,1,0,1,0,0,398,348,94,23,45,20,349,278,71,30,30,3
5316,2021-10-27,27.10.2021,90,19,38,1,0,0,0,0,13,14,76,0,,10580,10670,375,115,117,116,0,10100,430,342,2223,8015,244,232,3,3,2,4,58,185,1,6454.958665,6509.868521,0.000000,228.791068,70.162594,1.096532,1.096408,148.866722,141.545407,2.440438,0.000000,1.293103,0.819672,0,0.000000,0,2,3,0,0,1,0,0,1,0,400,351,94,23,46,20,349,279,71,30,30,3
5316,2021-10-28,28.10.2021,78,22,31,0,0,1,0,2,20,24,53,1,,10658,10723,377,115,117,117,0,10100,460,366,2276,8016,282,259,2,1,2,5,76,204,2,6502.547207,6542.204326,1.282051,230.011287,70.162594,1.091113,1.097767,172.050883,158.018364,3.050548,0.000000,0.386100,0.709220,0,0.000000,0,2,0,2,0,0,0,0,0,0,402,351,96,23,46,20,349,279,71,30,30,5
5316,2021-10-29,29.10.2021,35,21,17,0,1,1,0,1,28,6,28,1,,10693,10761,378,115,118,118,0,10200,470,372,2304,8017,291,265,2,2,2,5,71,217,3,6523.901040,6565.388487,2.857143,230.621397,70.162594,1.096552,1.103526,177.541869,161.679021,3.050548,0.000000,0.754717,0.687285,0,0.000000,0,2,3,1,0,0,0,1,1,0,404,354,97,23,46,20,350,280,71,30,30,6
5316,2021-10-30,30.10.2021,46,31,15,0,0,0,0,1,17,8,37,1,,10739,10807,379,115,118,118,0,10200,500,380,2341,8018,314,283,2,2,2,5,72,238,4,6551.966078,6593.453525,0.000000,231.231506,70.162594,1.091885,1.098799,191.574388,172.660993,3.050548,0.000000,0.706714,0.636943,0,0.000000,0,3,0,0,0,0,0,2,0,0,407,354,97,23,46,20,352,280,71,30,30,6
5316,2021-10-31,31.10.2021,11,11,8,1,0,0,0,0,22,0,11,0,,10750,10826,379,116,118,118,0,10200,490,380,2352,8018,303,271,3,1,2,4,67,233,3,6558.677283,6605.045606,0.000000,231.231506,70.772704,1.089969,1.097674,184.863183,165.339678,2.440438,0.000000,0.369004,0.660066,0,0.000000,0,1,1,0,0,0,1,3,0,0,408,355,97,23,46,21,355,280,71,30,30,5
5316,2021-11-01,01.11.2021,10,26,4,0,0,0,0,0,22,3,7,0,,10760,10856,379,116,118,118,0,10200,500,383,2359,8018,301,266,3,1,2,4,65,233,3,6564.778378,6623.348891,0.000000,231.231506,70.772704,1.086957,1.096654,183.642964,162.289131,2.440438,0.000000,0.375940,0.664452,0,0.000000,0,1,2,0,0,0,0,2,2,2,409,357,97,23,46,21,357,282,73,30,30,3
5316,2021-11-02,02.11.2021,10,32,4,1,0,0,0,0,39,2,8,0,,10770,10892,379,117,118,118,0,10300,500,385,2367,8018,280,279,3,1,2,4,57,220,3,6570.879473,6645.312834,0.000000,231.231506,71.382813,1.083364,1.095636,170.830664,170.220555,2.440438,0.000000,0.358423,0.714286,0,0.000000,0,1,0,0,0,1,0,1,2,0,410,357,97,23,47,21,358,284,73,30,30,3
5316,2021-11-03,03.11.2021,62,21,24,0,0,0,0,1,22,20,41,1,,10832,10937,380,117,118,118,0,10300,520,405,2408,8019,252,267,2,1,2,5,63,185,4,6608.706263,6672.767762,0.000000,231.841616,71.382813,1.078906,1.089365,153.747598,162.899240,3.050548,0.000000,0.374532,0.793651,0,0.000000,0,1,1,0,0,0,0,2,4,0,411,358,97,23,47,21,360,288,73,30,20,3
5316,2021-11-04,04.11.2021,87,14,31,1,0,0,0,0,22,19,66,2,,10919,10982,380,118,118,118,0,10300,540,424,2474,8021,261,259,3,1,1,3,58,198,5,6661.785791,6700.222690,0.000000,231.841616,71.992923,1.074486,1.080685,159.238583,158.018364,1.830329,0.000000,0.386100,0.383142,0,0.000000,0,1,1,0,1,0,0,2,2,0,412,359,97,24,47,21,362,290,73,30,20,3
5316,2021-11-05,05.11.2021,65,6,27,0,0,0,0,2,30,9,55,1,,10984,11015,382,118,118,118,0,10400,550,433,2529,8022,291,254,3,0,0,4,61,225,5,6701.442909,6720.356304,0.000000,233.061835,71.992923,1.071266,1.074290,177.541869,154.967817,2.440438,0.000000,0.000000,0.000000,0,0.000000,0,2,0,1,0,0,0,1,1,0,414,359,98,24,47,21,363,291,73,30,20,4
5316,2021-11-06,06.11.2021,69,3,38,0,0,0,0,0,22,10,58,1,,11053,11056,382,118,118,118,0,10400,570,443,2587,8023,314,249,3,0,0,3,63,246,5,6743.540466,6745.370794,0.000000,233.061835,71.992923,1.067294,1.067583,191.574388,151.917269,1.830329,0.000000,0.000000,0.000000,0,0.000000,0,2,2,0,0,0,0,5,0,0,416,361,98,24,47,21,368,291,73,20,20,4
5316,2021-11-07,07.11.2021,28,0,25,0,0,0,0,0,59,5,23,0,,11081,11081,382,118,118,118,0,10400,530,448,2610,8023,331,255,2,0,0,3,68,258,5,6760.623532,6760.623532,0.000000,233.061835,71.992923,1.064886,1.064886,201.946249,155.577926,1.830329,0.000000,0.000000,0.000000,11053,191.574000,118,1,1,0,0,0,0,3,4,0,417,362,98,24,47,21,371,295,73,20,20,4
