kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5374,2021-10-24,24.10.2021,2,56,0,0,0,0,0,0,17,1,1,0,,17533,17764,1275,271,274,274,0,16700,820,500,2452,14581,236,346,4,0,2,11,86,143,7,6453.096993,6538.117549,0.000000,469.269302,99.742730,1.542445,1.562767,86.860828,127.346807,4.048598,0.000000,0.000000,0.847458,0,0.000000,0,5,0,2,0,0,0,1,1,0,749,697,204,65,105,45,649,566,154,40,30,5
5374,2021-10-25,25.10.2021,47,30,7,0,0,0,0,0,20,13,34,0,,17580,17801,1275,271,274,274,0,16700,830,513,2486,14581,254,342,4,0,2,11,90,157,7,6470.395548,6551.735560,0.000000,469.269302,99.742730,1.539239,1.558589,93.485806,125.874589,4.048598,0.000000,0.000000,0.787402,0,0.000000,0,0,2,0,0,0,0,0,0,0,749,699,204,65,105,45,649,566,154,40,30,5
5374,2021-10-26,26.10.2021,99,49,10,0,0,0,0,4,18,33,63,3,,17679,17860,1279,271,274,274,0,16700,880,546,2549,14584,316,360,3,0,1,11,111,195,10,6506.832929,6573.450767,0.000000,470.741519,99.742730,1.534155,1.549861,116.305176,132.499568,4.048598,0.000000,0.000000,0.316456,0,0.000000,0,5,2,1,0,0,0,0,0,0,754,701,205,65,105,45,649,566,154,40,30,6
5374,2021-10-27,27.10.2021,68,49,10,0,0,0,0,2,15,20,42,6,,17747,17919,1281,271,274,274,0,16700,920,566,2591,14590,346,371,2,0,1,12,117,216,13,6531.860625,6595.165974,0.000000,471.477628,99.742730,1.529103,1.543923,127.346807,136.548165,4.416652,0.000000,0.000000,0.289017,0,0.000000,0,1,4,0,0,0,0,1,1,1,755,705,205,65,105,45,650,567,155,40,30,5
5374,2021-10-28,28.10.2021,75,29,12,0,0,0,0,1,16,22,50,3,,17822,17960,1282,271,274,274,0,16700,940,588,2641,14593,374,371,1,0,0,9,119,240,15,6559.464702,6610.256203,0.000000,471.845682,99.742730,1.525612,1.537426,137.652328,136.548165,3.312489,0.000000,0.000000,0.000000,0,0.000000,0,3,2,0,0,0,0,1,0,0,758,707,205,65,105,45,651,567,155,40,40,5
5374,2021-10-29,29.10.2021,81,36,8,1,0,0,0,3,8,34,41,6,,17903,18004,1285,272,274,274,0,16800,980,622,2682,14599,397,357,1,0,0,12,131,246,20,6589.277104,6626.450594,0.000000,472.949845,100.110784,1.521884,1.530470,146.117579,131.395404,4.416652,0.000000,0.000000,0.000000,0,0.000000,0,1,2,0,1,0,0,0,0,0,759,709,205,66,105,45,651,567,155,40,40,5
5374,2021-10-30,30.10.2021,37,42,7,0,0,0,0,4,10,6,25,6,,17940,18053,1289,272,274,274,0,16800,1000,628,2707,14605,409,345,1,0,0,14,129,256,24,6602.895116,6644.485258,0.000000,474.422063,100.110784,1.517753,1.527313,150.534231,126.978752,5.152761,0.000000,0.000000,0.000000,0,0.000000,0,2,1,0,0,0,0,0,1,0,761,710,205,66,105,45,651,568,155,40,40,5
5374,2021-10-31,31.10.2021,4,26,2,1,0,0,0,2,16,1,2,1,,17944,18081,1291,273,274,274,0,16800,1000,629,2709,14606,411,317,2,0,0,16,129,257,25,6604.367333,6654.790780,0.000000,475.158171,100.478839,1.515403,1.526973,151.270340,116.673230,5.888870,0.000000,0.000000,0.000000,0,0.000000,0,0,2,1,0,0,0,1,1,0,761,712,206,66,105,45,652,569,155,40,40,6
5374,2021-11-01,01.11.2021,17,27,1,0,0,0,0,3,16,8,7,2,,17961,18109,1294,273,274,274,0,16800,1000,637,2716,14608,381,308,2,0,0,19,124,230,27,6610.624257,6665.096301,0.000000,476.262334,100.478839,1.513060,1.525528,140.228709,113.360741,6.993033,0.000000,0.000000,0.000000,0,0.000000,0,0,1,0,0,0,0,0,0,1,761,713,206,66,105,45,652,569,156,40,40,5
5374,2021-11-02,02.11.2021,37,26,3,0,0,0,0,3,22,14,21,2,,17998,18138,1297,273,274,274,0,16800,1000,651,2737,14610,319,278,2,0,0,18,105,188,26,6624.242268,6675.769878,0.000000,477.366497,100.478839,1.510641,1.522391,117.409339,102.319110,6.624978,0.000000,0.000000,0.000000,0,0.000000,0,2,0,0,0,0,0,3,1,0,763,713,206,66,105,45,655,570,156,40,40,5
