kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5358,2021-10-24,24.10.2021,0,30,0,0,0,0,0,0,19,0,0,0,,15936,16014,1273,299,300,300,0,15300,370,391,1863,13682,165,190,1,0,0,12,45,117,3,6010.409595,6039.828015,,480.123708,112.770612,1.873361,1.882530,62.231274,71.660255,4.525911,0.000000,0.000000,0.000000,0,0.000000,0,2,2,0,0,0,0,0,0,0,771,916,327,54,145,48,703,764,277,14,7,2
5358,2021-10-25,25.10.2021,31,57,13,0,0,0,0,5,24,7,22,2,,15967,16084,1278,299,300,300,0,15400,410,398,1885,13684,188,242,0,0,0,16,50,133,5,6022.101531,6066.229162,0.000000,482.009504,112.770612,1.865208,1.878875,70.905936,91.272535,6.034548,0.000000,0.000000,0.000000,0,0.000000,0,1,1,1,0,0,0,1,1,0,772,917,328,54,145,48,704,765,277,14,7,3
5358,2021-10-26,26.10.2021,61,50,12,0,0,0,0,2,30,12,49,0,,16028,16146,1280,299,300,300,0,15400,440,410,1934,13684,224,264,0,0,0,15,54,165,5,6045.108245,6089.613035,0.000000,482.763823,112.770612,1.858045,1.871724,84.483669,99.570038,5.657389,0.000000,0.000000,0.000000,0,0.000000,0,2,1,1,0,0,0,3,0,0,774,918,329,54,145,48,707,765,277,13,8,4
5358,2021-10-27,27.10.2021,65,50,14,0,0,0,0,2,21,10,55,0,,16093,16210,1282,299,300,300,0,15400,490,420,1989,13684,268,284,0,0,0,13,59,204,5,6069.623595,6113.751226,0.000000,483.518141,112.770612,1.850709,1.864165,101.078675,107.113223,4.903070,0.000000,0.000000,0.000000,0,0.000000,0,2,3,3,0,0,0,1,0,0,776,921,332,54,145,48,708,765,277,14,11,7
5358,2021-10-28,28.10.2021,62,20,20,0,1,1,0,5,23,10,51,1,,16155,16250,1287,299,301,301,0,15400,500,430,2040,13685,297,303,0,1,1,16,60,232,5,6093.007468,6128.837595,1.612903,485.403938,112.770612,1.852308,1.863200,112.016293,114.279249,6.034548,0.000000,0.330033,0.336700,0,0.000000,0,1,1,1,0,0,0,0,0,0,777,922,333,54,145,48,708,765,277,15,12,8
5358,2021-10-29,29.10.2021,44,16,5,1,0,0,0,4,17,11,33,0,,16199,16271,1291,300,301,301,0,15500,510,441,2073,13685,305,299,1,1,1,18,61,241,3,6109.602474,6136.757939,0.000000,486.912574,113.147771,1.849917,1.858139,115.033567,112.770612,6.788866,0.000000,0.334448,0.327869,0,0.000000,0,1,3,3,0,1,0,1,1,0,778,925,336,54,146,48,709,766,277,15,13,11
5358,2021-10-30,30.10.2021,60,17,23,1,0,0,0,1,25,21,35,4,,16259,16311,1292,301,301,301,0,15500,520,462,2108,13689,323,327,2,1,1,19,71,245,7,6132.232028,6151.844309,0.000000,487.289734,113.524930,1.845380,1.851282,121.822433,123.331070,7.166025,0.000000,0.305810,0.309598,0,0.000000,0,5,6,1,0,1,0,3,0,0,783,931,337,54,147,48,712,766,277,17,18,12
5358,2021-10-31,31.10.2021,0,13,0,0,0,0,0,0,18,0,0,0,,16259,16324,1292,301,301,301,0,15500,520,462,2108,13689,323,310,2,1,1,19,71,245,7,6132.232028,6156.747379,,487.289734,113.524930,1.843911,1.851282,121.822433,116.919363,7.166025,0.000000,0.322581,0.309598,0,0.000000,0,0,2,0,0,0,0,0,0,0,783,933,337,54,147,48,712,766,277,17,20,12
5358,2021-11-01,01.11.2021,0,35,0,0,0,0,0,0,16,0,0,0,,16259,16359,1292,301,301,301,0,15500,540,462,2108,13689,292,275,2,1,1,14,64,223,5,6132.232028,6169.947952,,487.289734,113.524930,1.839966,1.851282,110.130497,103.718790,5.280229,0.000000,0.363636,0.342466,0,0.000000,0,1,2,0,0,0,0,0,0,0,784,935,337,54,147,48,712,766,277,18,20,12
5358,2021-11-02,02.11.2021,34,41,6,0,0,0,0,3,41,17,17,0,,16293,16406,1295,301,301,301,0,15600,540,479,2125,13689,265,260,2,1,1,15,69,191,5,6145.055442,6187.674436,0.000000,488.421211,113.524930,1.834695,1.847419,99.947198,98.061402,5.657389,0.000000,0.384615,0.377358,0,0.000000,0,1,0,1,0,0,0,1,0,0,785,935,338,54,147,48,713,766,277,18,20,13
