kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5966,2021-10-24,24.10.2021,15,18,3,0,0,0,0,0,5,9,4,2,,6897,6971,565,172,173,172,0,6500,250,262,744,5891,147,172,0,1,0,1,77,58,12,5171.638098,5227.126168,0.000000,423.658913,128.972271,2.481710,2.493838,110.226301,128.972271,0.749839,0.000000,0.581395,0.000000,0,0.000000,0,2,2,0,0,0,0,0,0,0,375,377,125,40,82,30,324,288,95,11,7,0
5966,2021-10-25,25.10.2021,3,28,1,0,0,0,0,1,15,1,2,0,,6900,7000,566,172,173,172,0,6600,260,263,746,5891,145,174,0,1,0,2,75,59,11,5173.887614,5248.871493,0.000000,424.408752,128.972271,2.471429,2.492754,108.726624,130.471949,1.499678,0.000000,0.574713,0.000000,0,0.000000,0,1,0,0,0,0,0,1,0,0,376,377,125,40,82,30,325,288,95,11,7,0
5966,2021-10-26,26.10.2021,43,15,8,0,0,0,0,2,9,13,29,1,,6943,7023,568,172,173,172,0,6600,280,276,775,5892,179,175,0,1,0,3,84,83,12,5206.130682,5266.117785,0.000000,425.908430,128.972271,2.463335,2.477315,134.221142,131.221787,2.249516,0.000000,0.571429,0.000000,0,0.000000,0,1,2,0,0,0,0,0,1,0,377,379,125,40,82,30,325,289,95,12,8,0
5966,2021-10-27,27.10.2021,32,16,9,0,0,0,0,2,7,9,22,1,,6975,7048,570,172,173,172,0,6600,300,285,797,5893,189,170,0,1,0,5,85,92,12,5230.125523,5284.863754,0.000000,427.408107,128.972271,2.454597,2.465950,141.719530,127.472593,3.749194,0.000000,0.588235,0.000000,0,0.000000,0,2,0,0,0,0,0,0,0,0,379,379,125,40,82,30,325,289,95,14,8,0
5966,2021-10-28,28.10.2021,41,12,5,0,0,0,0,3,10,19,21,1,,7016,7065,573,172,173,172,0,6600,300,304,818,5894,191,165,0,1,0,8,79,100,12,5260.868913,5297.611014,0.000000,429.657624,128.972271,2.448691,2.451539,143.219208,123.723399,5.998710,0.000000,0.606061,0.000000,0,0.000000,0,1,2,0,0,0,0,0,1,0,380,381,125,40,82,30,325,290,95,15,9,0
5966,2021-10-29,29.10.2021,18,15,3,0,0,1,0,2,7,8,9,1,,7034,7083,575,172,173,173,0,6600,310,312,827,5895,176,156,0,0,1,10,73,93,10,5274.366011,5311.108112,5.555556,431.157301,128.972271,2.442468,2.459483,131.971626,116.974850,7.498388,0.000000,0.000000,0.568182,0,0.000000,0,0,0,0,0,0,0,0,0,0,380,381,125,40,82,30,325,290,95,15,9,0
5966,2021-10-30,30.10.2021,0,20,0,0,0,0,0,0,8,0,0,0,,7034,7103,575,172,173,173,0,6600,330,312,827,5895,152,153,0,0,1,10,59,87,6,5274.366011,5326.104887,,431.157301,128.972271,2.435591,2.459483,113.975495,114.725334,7.498388,0.000000,0.000000,0.657895,0,0.000000,0,1,1,0,0,0,0,0,0,0,381,382,125,40,82,30,325,290,95,16,10,0
5966,2021-10-31,31.10.2021,0,10,0,0,0,0,0,0,17,0,0,0,,7034,7113,575,172,173,173,0,6600,320,312,827,5895,137,142,0,0,1,10,50,83,4,5274.366011,5333.603275,,431.157301,128.972271,2.432166,2.459483,102.727913,106.477107,7.498388,0.000000,0.000000,0.729927,0,0.000000,0,0,0,0,0,0,0,1,0,0,381,382,125,40,82,30,326,290,95,15,10,0
5966,2021-11-01,01.11.2021,33,14,11,0,0,0,0,0,26,13,19,1,,7067,7138,575,172,173,173,0,6600,320,325,846,5896,167,138,0,0,1,9,62,100,5,5299.110691,5352.349245,0.000000,431.157301,128.972271,2.423648,2.447998,125.223077,103.477752,6.748549,0.000000,0.000000,0.598802,0,0.000000,0,2,0,0,0,0,0,1,1,0,383,382,125,40,82,30,327,291,95,16,9,0
5966,2021-11-02,02.11.2021,9,15,2,1,0,0,0,1,22,5,4,0,,7076,7155,576,173,173,173,0,6700,310,330,850,5896,133,132,1,0,1,8,54,75,4,5305.859240,5365.096504,0.000000,431.907140,129.722110,2.417890,2.444884,99.728558,98.978720,5.998710,0.000000,0.000000,0.751880,0,0.000000,0,0,0,0,1,0,0,0,0,0,383,382,125,41,82,30,327,291,95,15,9,0
5966,2021-11-03,03.11.2021,50,13,6,0,0,0,0,1,29,20,29,1,,7126,7174,577,173,173,173,0,6700,300,350,879,5897,151,126,1,0,1,7,65,82,4,5343.351179,5379.343441,0.000000,432.656979,129.722110,2.411486,2.427729,113.225656,94.479687,5.248871,0.000000,0.000000,0.662252,0,0.000000,0,1,0,0,0,0,0,0,0,0,384,382,125,41,82,30,327,291,95,16,9,0
5966,2021-11-04,04.11.2021,30,2,6,0,0,0,0,1,21,9,20,1,,7156,7182,578,173,173,173,0,6700,290,359,899,5898,140,117,1,0,1,5,55,81,4,5365.846343,5385.342151,0.000000,433.406818,129.722110,2.408800,2.417552,104.977430,87.731138,3.749194,0.000000,0.000000,0.714286,0,0.000000,0,1,0,0,0,0,0,2,1,0,385,382,125,41,82,30,329,292,95,15,8,0
5966,2021-11-05,05.11.2021,16,5,2,0,0,0,0,0,27,9,7,0,,7172,7189,578,173,173,173,0,6700,270,368,906,5898,138,106,1,0,0,3,56,79,3,5377.843764,5390.591023,0.000000,433.406818,129.722110,2.406454,2.412158,103.477752,79.482911,2.249516,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0,3,0,0,385,382,125,41,82,30,332,292,95,12,8,0
5966,2021-11-06,06.11.2021,21,0,4,0,0,0,0,0,23,13,7,1,,7193,7193,578,173,173,173,0,6800,250,381,913,5899,159,90,1,0,0,3,69,86,4,5393.590378,5393.590378,0.000000,433.406818,129.722110,2.405116,2.405116,119.224367,67.485491,2.249516,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0,1,0,0,385,382,125,41,82,30,333,292,95,11,8,0
5966,2021-11-07,07.11.2021,0,0,0,0,0,0,0,0,46,0,0,0,,7193,7193,578,173,173,173,0,6800,200,381,913,5899,159,80,1,0,0,3,69,86,4,5393.590378,5393.590378,,433.406818,129.722110,2.405116,2.405116,119.224367,59.987103,2.249516,0.000000,0.000000,0.000000,7194,119.974000,173,0,0,0,0,0,0,2,1,0,385,382,125,41,82,30,335,293,95,9,7,0
