kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5117,2021-10-24,24.10.2021,22,11,1,0,0,1,0,0,6,15,5,2,,10051,10107,756,240,241,241,0,9600,220,276,1215,8560,106,114,1,1,1,2,48,50,8,5880.494497,5913.258172,4.545455,442.309605,140.415748,2.384486,2.397771,62.016955,66.697480,1.170131,0.000000,0.877193,0.943396,0,0.000000,0,1,0,0,0,0,0,1,0,0,447,472,160,59,90,56,380,372,104,8,10,0
5117,2021-10-25,25.10.2021,7,14,0,0,0,0,0,0,10,3,4,0,,10058,10121,756,240,241,241,0,9700,220,279,1219,8560,103,110,1,1,1,1,47,50,6,5884.589957,5921.449091,0.000000,442.309605,140.415748,2.381188,2.396103,60.261758,64.357218,0.585066,0.000000,0.909091,0.970874,0,0.000000,0,0,1,0,0,0,0,0,0,0,447,473,160,59,90,56,380,372,104,8,11,0
5117,2021-10-26,26.10.2021,18,19,5,1,0,0,0,1,12,9,8,1,,10076,10145,757,241,241,241,0,9700,230,288,1227,8561,104,122,2,1,1,1,49,49,6,5895.121138,5935.490665,0.000000,442.894671,141.000813,2.375554,2.391822,60.846824,71.378005,0.585066,0.000000,0.819672,0.961538,0,0.000000,0,0,2,0,0,1,0,0,0,0,447,475,160,59,91,56,380,372,104,8,12,0
5117,2021-10-27,27.10.2021,36,26,5,0,1,0,0,0,20,16,19,1,,10112,10176,757,241,242,241,0,9700,240,304,1246,8562,124,140,2,2,1,1,58,60,6,5916.183500,5953.627699,0.000000,442.894671,141.000813,2.378145,2.383307,72.548136,81.909186,0.585066,0.000000,1.428571,0.806452,0,0.000000,0,2,2,0,0,0,0,1,3,0,449,477,160,59,91,56,381,375,104,9,11,0
5117,2021-10-28,28.10.2021,18,14,6,0,0,1,0,1,15,5,11,2,,10130,10196,758,241,242,242,0,9700,250,309,1257,8564,122,142,2,1,2,2,56,60,6,5926.714681,5965.329012,5.555556,443.479736,141.000813,2.373480,2.388944,71.378005,83.079317,1.170131,0.000000,0.704225,1.639344,0,0.000000,0,0,0,0,0,0,0,0,1,0,449,477,160,59,91,56,381,376,104,9,10,0
5117,2021-10-29,29.10.2021,37,17,5,0,0,0,0,1,15,17,14,6,,10167,10218,759,241,242,242,0,9700,260,326,1271,8570,143,141,2,1,2,3,69,62,12,5948.362109,5978.200455,0.000000,444.064802,141.000813,2.368370,2.380250,83.664383,82.494252,1.755197,0.000000,0.709220,1.398601,0,0.000000,0,2,0,1,0,0,0,0,1,0,451,477,161,59,91,56,381,377,104,11,9,1
5117,2021-10-30,30.10.2021,23,13,3,0,0,0,0,0,20,12,10,1,,10190,10234,759,241,242,242,0,9700,250,338,1281,8571,161,139,1,1,2,3,77,71,13,5961.818618,5987.561505,0.000000,444.064802,141.000813,2.364667,2.374877,94.195564,81.324121,1.755197,0.000000,0.719424,1.242236,0,0.000000,0,0,0,0,0,0,0,0,1,0,451,477,161,59,91,56,381,378,104,11,8,1
5117,2021-10-31,31.10.2021,1,13,0,0,0,0,0,0,2,0,1,0,,10191,10247,759,241,242,242,0,9700,260,338,1282,8571,140,140,1,1,1,3,62,67,11,5962.403684,5995.167358,0.000000,444.064802,141.000813,2.361667,2.374644,81.909186,81.909186,1.755197,0.000000,0.714286,0.714286,0,0.000000,0,0,0,0,0,0,0,0,0,0,451,477,161,59,91,56,381,378,104,11,8,1
5117,2021-11-01,01.11.2021,0,21,0,0,0,0,0,0,20,0,0,0,,10191,10268,759,241,242,242,0,9800,260,338,1282,8571,133,147,1,1,1,3,59,63,11,5962.403684,6007.453736,,444.064802,141.000813,2.356837,2.374644,77.813727,86.004645,1.755197,0.000000,0.680272,0.751880,0,0.000000,0,0,1,0,0,0,0,1,1,0,451,478,161,59,91,56,382,379,104,10,8,1
5117,2021-11-02,02.11.2021,20,24,2,0,0,0,0,0,14,10,9,1,,10211,10294,759,241,242,242,0,9800,280,348,1291,8572,135,149,0,1,1,2,60,64,11,5974.104996,6022.665442,0.000000,444.064802,141.000813,2.350884,2.369993,78.983858,87.174777,1.170131,0.000000,0.671141,0.740741,0,0.000000,0,0,1,0,0,0,0,1,0,0,451,479,161,59,91,56,383,379,104,9,9,1
5117,2021-11-03,03.11.2021,28,19,8,0,0,0,0,0,14,9,16,3,,10239,10321,759,241,242,242,0,9800,290,357,1307,8575,127,145,0,0,1,2,53,61,13,5990.486833,6038.462214,0.000000,444.064802,141.000813,2.344734,2.363512,74.303333,84.834514,1.170131,0.000000,0.000000,0.787402,0,0.000000,0,1,1,0,0,0,0,0,0,0,452,480,161,59,91,56,383,379,104,10,10,1
5117,2021-11-04,04.11.2021,58,12,13,1,0,0,0,1,17,17,37,4,,10297,10346,760,242,242,242,0,9800,300,374,1344,8579,167,150,1,0,0,2,65,87,15,6024.420639,6053.088854,0.000000,444.649867,141.585879,2.339068,2.350199,97.705958,87.759842,1.170131,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,1,0,2,0,0,452,480,161,59,92,56,385,379,104,8,9,1
5117,2021-11-05,05.11.2021,26,1,2,0,0,0,0,1,22,12,12,2,,10323,10349,761,242,242,242,0,9800,280,386,1356,8581,156,131,1,0,0,2,60,85,11,6039.632345,6054.844051,0.000000,445.234933,141.585879,2.338390,2.344280,91.270236,76.643596,1.170131,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0,2,0,0,452,480,161,59,92,56,387,379,104,6,9,1
5117,2021-11-06,06.11.2021,32,0,6,0,0,0,0,0,18,18,13,1,,10355,10355,761,242,242,242,0,9800,270,404,1369,8582,165,121,1,0,0,2,66,88,11,6058.354444,6058.354444,0.000000,445.234933,141.585879,2.337035,2.337035,96.535826,70.792939,1.170131,0.000000,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,452,480,161,59,92,56,387,379,104,6,9,1
5117,2021-11-07,07.11.2021,0,0,0,0,0,0,0,0,26,0,0,0,,10355,10355,761,242,242,242,0,9900,240,404,1369,8582,164,108,1,0,0,2,66,87,11,6058.354444,6058.354444,,445.234933,141.585879,2.337035,2.337035,95.950761,63.187086,1.170131,0.000000,0.000000,0.000000,10355,96.536000,242,0,0,0,0,0,0,1,1,0,452,480,161,59,92,56,388,380,104,5,8,1
