kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5554,2021-10-24,24.10.2021,0,50,0,0,0,0,0,0,16,0,0,0,,16604,16825,1478,287,289,289,0,16000,570,781,1804,14019,258,360,1,0,0,25,144,93,21,4464.665043,4524.089939,,397.420798,77.171698,1.717682,1.740544,69.373861,96.800736,6.722273,0.000000,0.000000,0.000000,0,0.000000,0,2,1,0,0,0,0,2,1,0,696,640,174,72,113,43,596,494,118,30,30,13
5554,2021-10-25,25.10.2021,37,55,4,2,0,0,0,4,31,17,20,0,,16641,16884,1482,289,289,289,0,16000,590,798,1824,14019,279,374,2,0,0,25,153,106,20,4474.614007,4539.954504,0.000000,398.496362,77.709479,1.711680,1.736674,75.020570,100.565209,6.722273,0.000000,0.000000,0.000000,0,0.000000,0,3,1,0,0,0,1,1,2,0,699,641,174,72,113,44,597,496,118,30,30,12
5554,2021-10-26,26.10.2021,110,57,20,0,0,0,0,4,24,70,36,4,,16751,16961,1486,289,289,289,0,16000,640,868,1860,14023,320,390,2,0,0,24,188,116,16,4504.192010,4560.659105,0.000000,399.571926,77.709479,1.703909,1.725270,86.045098,104.867464,6.453382,0.000000,0.000000,0.000000,0,0.000000,0,5,0,0,0,0,0,2,1,0,704,641,174,72,113,44,599,497,118,30,30,12
5554,2021-10-27,27.10.2021,103,46,28,0,0,0,0,1,22,50,47,6,,16854,17035,1487,289,289,289,0,16100,700,918,1907,14029,379,406,2,0,0,20,218,142,19,4531.887776,4580.557034,0.000000,399.840817,77.709479,1.696507,1.714726,101.909663,109.169719,5.377819,0.000000,0.000000,0.000000,0,0.000000,0,9,2,1,0,0,0,1,2,0,713,643,175,72,113,44,600,499,118,40,30,13
5554,2021-10-28,28.10.2021,89,43,20,0,0,0,0,2,17,50,33,6,,16943,17098,1489,289,289,289,0,16100,740,968,1940,14035,423,425,2,0,0,16,239,162,22,4555.819069,4597.497163,0.000000,400.378598,77.709479,1.690256,1.705719,113.740864,114.278646,4.302255,0.000000,0.000000,0.000000,0,0.000000,0,5,1,0,0,0,0,1,2,0,718,644,175,72,113,44,601,501,118,50,30,13
5554,2021-10-29,29.10.2021,68,32,13,0,0,0,0,2,21,45,22,1,,17011,17143,1491,289,289,289,0,16100,770,1013,1962,14036,440,420,2,0,0,16,255,166,19,4574.103652,4609.597255,0.000000,400.916380,77.709479,1.685819,1.698901,118.312010,112.934192,4.302255,0.000000,0.000000,0.000000,0,0.000000,0,3,0,0,0,0,0,2,2,0,721,644,175,72,113,44,603,503,118,50,30,13
5554,2021-10-30,30.10.2021,42,34,9,0,0,0,0,1,30,18,21,3,,17053,17186,1492,289,289,289,0,16100,780,1031,1983,14039,449,411,2,0,0,14,250,179,20,4585.397071,4621.159565,0.000000,401.185271,77.709479,1.681601,1.694716,120.732029,110.514173,3.764473,0.000000,0.000000,0.000000,0,0.000000,0,1,1,1,0,0,0,1,3,2,722,645,176,72,113,44,604,506,120,50,30,12
5554,2021-10-31,31.10.2021,0,29,0,0,0,0,0,0,28,0,0,0,,17053,17215,1492,289,289,289,0,16100,780,1031,1983,14039,449,390,2,0,0,14,250,179,20,4585.397071,4628.957402,,401.185271,77.709479,1.678769,1.694716,120.732029,104.867464,3.764473,0.000000,0.000000,0.000000,0,0.000000,0,1,1,0,0,0,0,2,1,0,723,646,176,72,113,44,606,507,120,50,30,12
5554,2021-11-01,01.11.2021,0,33,0,0,0,0,0,0,42,0,0,0,,17053,17248,1492,289,289,289,0,16200,770,1031,1983,14039,412,364,0,0,0,10,233,159,20,4585.397071,4637.830803,,401.185271,77.709479,1.675557,1.694716,110.783064,97.876299,2.688909,0.000000,0.000000,0.000000,0,0.000000,0,1,0,0,0,0,0,2,4,1,724,646,176,72,113,44,608,511,121,40,20,11
5554,2021-11-02,02.11.2021,63,24,14,0,0,0,0,6,59,36,27,0,,17116,17286,1498,289,289,289,0,16200,750,1067,2010,14039,365,325,0,0,0,12,199,150,16,4602.337200,4648.048659,0.000000,402.798617,77.709479,1.671873,1.688479,98.145190,87.389553,3.226691,0.000000,0.000000,0.000000,0,0.000000,0,0,6,1,0,0,0,4,3,3,724,652,177,72,113,44,612,514,124,40,30,9
5554,2021-11-03,03.11.2021,131,23,26,0,0,0,0,2,58,68,46,17,,17247,17335,1500,289,289,289,0,16300,740,1135,2056,14056,393,300,0,0,0,13,217,149,27,4637.561912,4661.224314,0.000000,403.336399,77.709479,1.667147,1.675654,105.674136,80.667280,3.495582,0.000000,0.000000,0.000000,0,0.000000,0,2,6,2,0,0,0,5,2,0,726,658,179,72,113,44,617,516,124,40,30,11
5554,2021-11-04,04.11.2021,109,2,39,0,0,0,0,6,38,46,51,12,,17356,17376,1506,289,289,289,0,16300,740,1181,2107,14068,413,278,0,0,0,17,213,167,33,4666.871024,4672.248842,0.000000,404.949744,77.709479,1.663214,1.665130,111.051955,74.751679,4.571146,0.000000,0.000000,0.000000,0,0.000000,0,5,3,2,0,0,0,0,0,1,731,661,181,72,113,44,617,516,125,40,30,12
