kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5513,2021-10-24,24.10.2021,4,20,4,0,0,0,0,3,18,2,2,0,,18830,18948,1299,431,432,432,1,18000,540,268,2794,15768,213,226,1,0,0,29,54,138,21,7267.324058,7312.865441,0.000000,501.341155,166.341831,2.279924,2.294211,82.206055,87.223326,11.192374,0.000000,0.000000,0.000000,0,0.000000,0,2,0,1,0,0,0,1,0,0,870,836,316,92,182,75,756,635,240,20,19,1
5513,2021-10-25,25.10.2021,44,17,18,0,0,0,0,5,36,11,28,5,,18874,18983,1304,431,432,432,1,18000,540,279,2822,15773,226,235,0,0,0,29,59,143,24,7284.305590,7326.373478,0.000000,503.270875,166.341831,2.275720,2.288863,87.223326,90.696822,11.192374,0.000000,0.000000,0.000000,0,0.000000,0,2,1,1,0,0,0,0,1,0,872,837,317,92,182,75,756,636,240,20,19,2
5513,2021-10-26,26.10.2021,81,18,30,1,1,1,1,5,39,23,43,15,,18955,19031,1309,432,433,433,2,18100,550,302,2865,15788,252,247,1,1,1,30,67,150,35,7315.567048,7344.898786,1.234568,505.200594,166.727774,2.275235,2.284358,97.257868,95.328149,11.578318,0.000000,0.404858,0.396825,0,0.000000,0,5,2,0,0,0,0,0,1,0,877,839,317,92,182,75,756,637,240,30,20,2
5513,2021-10-27,27.10.2021,91,24,50,1,0,0,0,1,43,16,66,9,,19046,19105,1310,433,433,433,2,18100,580,318,2931,15797,309,287,2,1,1,28,77,191,41,7350.687945,7373.458636,0.000000,505.586538,167.113718,2.266422,2.273443,119.256672,110.765906,10.806430,0.000000,0.348432,0.323625,0,0.000000,0,1,4,0,0,0,0,0,0,0,878,843,317,92,182,75,756,637,240,30,20,2
5513,2021-10-28,28.10.2021,67,17,40,0,0,0,0,9,40,9,52,6,,19113,19162,1319,433,433,433,2,18100,600,327,2983,15803,330,312,2,1,1,34,71,218,41,7376.546188,7395.457440,0.000000,509.060034,167.113718,2.259681,2.265474,127.361494,120.414504,13.122093,0.000000,0.320513,0.303030,0,0.000000,0,3,0,0,0,0,0,0,1,0,881,843,317,92,182,75,756,638,240,30,20,2
5513,2021-10-29,29.10.2021,47,8,29,0,0,0,0,6,57,12,30,5,,19160,19199,1325,433,433,433,2,18200,580,339,3013,15808,343,298,2,1,1,32,78,225,40,7394.685552,7409.737365,0.000000,511.375697,167.113718,2.255326,2.259916,132.378765,115.011289,12.350206,0.000000,0.335570,0.291545,0,0.000000,0,1,1,0,0,0,0,1,2,0,882,844,317,92,182,75,757,640,240,30,20,2
5513,2021-10-30,30.10.2021,12,8,8,0,0,0,0,0,23,2,10,0,,19172,19215,1325,433,433,433,2,18200,570,341,3023,15808,346,291,2,1,1,29,75,231,40,7399.316879,7415.912468,0.000000,511.375697,167.113718,2.253448,2.258502,133.536597,112.309681,11.192374,0.000000,0.343643,0.289017,0,0.000000,0,1,0,0,0,0,0,0,1,0,883,844,317,92,182,75,757,641,240,30,20,2
5513,2021-10-31,31.10.2021,4,17,1,0,0,0,0,2,20,0,3,1,,19176,19233,1327,433,433,433,2,18200,570,341,3026,15809,346,285,2,1,1,28,73,232,41,7400.860655,7422.859459,0.000000,512.147585,167.113718,2.251339,2.258031,133.536597,109.994018,10.806430,0.000000,0.350877,0.289017,0,0.000000,0,2,0,0,0,0,0,0,1,0,885,844,317,92,182,75,757,642,240,40,20,2
5513,2021-11-01,01.11.2021,4,10,2,0,0,0,0,2,26,0,4,0,,19180,19245,1329,433,433,433,2,18300,550,341,3030,15809,306,262,2,1,1,25,62,208,36,7402.404431,7427.490786,0.000000,512.919473,167.113718,2.249935,2.257560,118.098840,101.117308,9.648598,0.000000,0.381679,0.326797,0,0.000000,0,1,3,0,0,0,0,2,1,0,886,847,317,92,182,75,759,643,240,40,20,2
5513,2021-11-02,02.11.2021,60,10,28,0,0,0,0,3,39,14,34,12,,19240,19283,1332,433,433,433,2,18300,550,355,3064,15821,285,252,1,0,0,23,53,199,33,7425.561066,7442.156655,0.000000,514.077305,167.113718,2.245501,2.250520,109.994018,97.257868,8.876710,0.000000,0.000000,0.000000,0,0.000000,0,3,2,0,0,0,0,1,1,0,889,849,317,92,182,75,760,644,240,40,20,2
